word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
crookeds,4,7.35E-06,4,9.11E-06,0,0,2
interior,4,7.35E-06,4,9.11E-06,0,0,3
soybeans,4,7.35E-06,4,9.11E-06,0,0,2
cleanest,4,7.35E-06,4,9.11E-06,0,0,2
liberals,4,7.35E-06,4,9.11E-06,0,0,3
tariffed,4,7.35E-06,4,9.11E-06,0,0,2
assaults,4,7.35E-06,4,9.11E-06,0,0,2
overruns,4,7.35E-06,4,9.11E-06,0,0,3
realizes,4,7.35E-06,4,9.11E-06,0,0,2
indicted,4,7.35E-06,4,9.11E-06,0,0,2
deported,4,7.35E-06,4,9.11E-06,0,0,2
sunny,4,7.35E-06,0,0,3.79E-05,4,2
gonna,4,7.35E-06,0,0,3.79E-05,4,2
glenn,4,7.35E-06,4,9.11E-06,0,0,1
jeanne,4,7.35E-06,3,6.83E-06,9.47E-06,1,1
bannon,4,7.35E-06,4,9.11E-06,0,0,2
dianne,4,7.35E-06,4,9.11E-06,0,0,1
minnesotas,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
connection,4,7.35E-06,4,9.11E-06,0,0,3
sentenced,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
somewhere,4,7.35E-06,1,2.28E-06,2.84E-05,3,3
treasures,4,7.35E-06,2,4.56E-06,1.89E-05,2,2
discovery,4,7.35E-06,1,2.28E-06,2.84E-05,3,4
fortunate,4,7.35E-06,1,2.28E-06,2.84E-05,3,3
extending,4,7.35E-06,0,0,3.79E-05,4,3
declining,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
recipient,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
pakistani,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
senseless,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
someplace,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
happiness,4,7.35E-06,0,0,3.79E-05,4,3
automatic,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
civilians,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
inaugural,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
wasserman,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
abortions,4,7.35E-06,0,0,3.79E-05,4,3
insulting,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
meanwhile,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
crumbling,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
classroom,4,7.35E-06,0,0,3.79E-05,4,2
refinance,4,7.35E-06,1,2.28E-06,2.84E-05,3,3
apologies,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
prevented,4,7.35E-06,1,2.28E-06,2.84E-05,3,2
graduates,4,7.35E-06,0,0,3.79E-05,4,2
convinced,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
financing,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
giveaways,4,7.35E-06,1,2.28E-06,2.84E-05,3,3
overnight,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
backtrack,4,7.35E-06,0,0,3.79E-05,4,2
appearing,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
addiction,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
unfolding,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
advancing,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
nationals,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
wondering,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
corrected,4,7.35E-06,4,9.11E-06,0,0,2
reference,4,7.35E-06,4,9.11E-06,0,0,3
succeeded,4,7.35E-06,4,9.11E-06,0,0,2
disasters,4,7.35E-06,4,9.11E-06,0,0,3
globalist,4,7.35E-06,4,9.11E-06,0,0,3
breakdown,4,7.35E-06,4,9.11E-06,0,0,2
petrified,4,7.35E-06,4,9.11E-06,0,0,3
estimates,4,7.35E-06,4,9.11E-06,0,0,3
residents,4,7.35E-06,4,9.11E-06,0,0,3
heartland,4,7.35E-06,4,9.11E-06,0,0,2
unanimous,4,7.35E-06,4,9.11E-06,0,0,4
stimulate,4,7.35E-06,4,9.11E-06,0,0,3
pandering,4,7.35E-06,4,9.11E-06,0,0,3
defective,4,7.35E-06,4,9.11E-06,0,0,3
countless,4,7.35E-06,4,9.11E-06,0,0,2
exhausted,4,7.35E-06,4,9.11E-06,0,0,2
defeating,4,7.35E-06,4,9.11E-06,0,0,3
briefings,4,7.35E-06,4,9.11E-06,0,0,2
submarine,4,7.35E-06,4,9.11E-06,0,0,3
quadruple,4,7.35E-06,4,9.11E-06,0,0,3
mountains,4,7.35E-06,4,9.11E-06,0,0,2
rochester,4,7.35E-06,4,9.11E-06,0,0,3
sentences,4,7.35E-06,4,9.11E-06,0,0,2
decorated,4,7.35E-06,4,9.11E-06,0,0,3
superstar,4,7.35E-06,4,9.11E-06,0,0,3
overthrow,4,7.35E-06,4,9.11E-06,0,0,3
sentiment,4,7.35E-06,4,9.11E-06,0,0,3
distorted,4,7.35E-06,4,9.11E-06,0,0,2
technical,4,7.35E-06,4,9.11E-06,0,0,3
extortion,4,7.35E-06,4,9.11E-06,0,0,3
airplanes,4,7.35E-06,4,9.11E-06,0,0,2
motto,4,7.35E-06,2,4.56E-06,1.89E-05,2,2
certainty,4,7.35E-06,4,9.11E-06,0,0,3
capturing,4,7.35E-06,4,9.11E-06,0,0,3
routinely,4,7.35E-06,4,9.11E-06,0,0,4
detriment,4,7.35E-06,4,9.11E-06,0,0,3
synagogue,4,7.35E-06,4,9.11E-06,0,0,4
instantly,4,7.35E-06,4,9.11E-06,0,0,3
turnberry,4,7.35E-06,4,9.11E-06,0,0,3
hemingway,4,7.35E-06,4,9.11E-06,0,0,3
subpoenas,4,7.35E-06,4,9.11E-06,0,0,3
tightened,4,7.35E-06,4,9.11E-06,0,0,2
directors,4,7.35E-06,4,9.11E-06,0,0,3
yvette,4,7.35E-06,4,9.11E-06,0,0,1
fatter,4,7.35E-06,4,9.11E-06,0,0,2
spotted,4,7.35E-06,2,4.56E-06,1.89E-05,2,1
watters,4,7.35E-06,4,9.11E-06,0,0,2
attended,4,7.35E-06,4,9.11E-06,0,0,2
manhattan,4,7.35E-06,4,9.11E-06,0,0,3
attorneys,4,7.35E-06,4,9.11E-06,0,0,3
forgetting,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
tells,4,7.35E-06,2,4.56E-06,1.89E-05,2,1
mills,4,7.35E-06,4,9.11E-06,0,0,1
allen,4,7.35E-06,4,9.11E-06,0,0,2
battlefield,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
pillar,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
seller,4,7.35E-06,4,9.11E-06,0,0,2
valley,4,7.35E-06,4,9.11E-06,0,0,2
battleground,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
billing,4,7.35E-06,4,9.11E-06,0,0,2
rollout,4,7.35E-06,4,9.11E-06,0,0,2
alleged,4,7.35E-06,4,9.11E-06,0,0,2
stalling,4,7.35E-06,1,2.28E-06,2.84E-05,3,2
formally,4,7.35E-06,4,9.11E-06,0,0,3
generally,4,7.35E-06,4,9.11E-06,0,0,4
bombshell,4,7.35E-06,4,9.11E-06,0,0,2
tuberville,4,7.35E-06,4,9.11E-06,0,0,3
bestseller,4,7.35E-06,4,9.11E-06,0,0,3
jacksonville,4,7.35E-06,4,9.11E-06,0,0,3
statistically,4,7.35E-06,4,9.11E-06,0,0,4
unite,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
haiti,4,7.35E-06,2,4.56E-06,1.89E-05,2,2
habits,4,7.35E-06,2,4.56E-06,1.89E-05,2,2
invite,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
merits,4,7.35E-06,4,9.11E-06,0,0,2
credits,4,7.35E-06,1,2.28E-06,2.84E-05,3,2
britain,4,7.35E-06,4,9.11E-06,0,0,2
awaited,4,7.35E-06,4,9.11E-06,0,0,2
pitcher,4,7.35E-06,4,9.11E-06,0,0,2
identity,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
portrait,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
glitches,4,7.35E-06,4,9.11E-06,0,0,1
lawsuits,4,7.35E-06,4,9.11E-06,0,0,2
politely,4,7.35E-06,4,9.11E-06,0,0,4
solitary,4,7.35E-06,4,9.11E-06,0,0,4
visiting,4,7.35E-06,4,9.11E-06,0,0,3
actuality,4,7.35E-06,4,9.11E-06,0,0,4
criticism,4,7.35E-06,4,9.11E-06,0,0,3
institute,4,7.35E-06,4,9.11E-06,0,0,3
attitude,4,7.35E-06,4,9.11E-06,0,0,3
benefiting,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
inequality,4,7.35E-06,0,0,3.79E-05,4,5
definition,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
ineptitude,4,7.35E-06,4,9.11E-06,0,0,4
instituted,4,7.35E-06,4,9.11E-06,0,0,3
hesitation,4,7.35E-06,4,9.11E-06,0,0,4
obliterate,4,7.35E-06,4,9.11E-06,0,0,4
recommit,4,7.35E-06,1,2.28E-06,2.84E-05,3,3
commitments,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
obliterated,4,7.35E-06,4,9.11E-06,0,0,4
criminality,4,7.35E-06,4,9.11E-06,0,0,5
disabilities,4,7.35E-06,0,0,3.79E-05,4,5
institutions,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
affordability,4,7.35E-06,0,0,3.79E-05,4,6
motivation,4,7.35E-06,1,2.28E-06,2.84E-05,3,4
organizers,4,7.35E-06,0,0,3.79E-05,4,4
questioned,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
birthright,4,7.35E-06,3,6.83E-06,9.47E-06,1,2
everglades,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
graduating,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
describing,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
congestion,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
aggressive,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
invincible,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
valentines,4,7.35E-06,0,0,3.79E-05,4,3
undermines,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
selflessly,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
compassion,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
introduced,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
philosophy,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
calculator,4,7.35E-06,0,0,3.79E-05,4,4
apparently,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
bargaining,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
conviction,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
unleashing,4,7.35E-06,3,6.83E-06,9.47E-06,1,3
tabulation,4,7.35E-06,4,9.11E-06,0,0,4
contractor,4,7.35E-06,4,9.11E-06,0,0,3
quarantine,4,7.35E-06,4,9.11E-06,0,0,3
superpower,4,7.35E-06,4,9.11E-06,0,0,4
harvesting,4,7.35E-06,4,9.11E-06,0,0,3
excoriated,4,7.35E-06,4,9.11E-06,0,0,3
viewership,4,7.35E-06,4,9.11E-06,0,0,3
monumental,4,7.35E-06,4,9.11E-06,0,0,4
discretion,4,7.35E-06,4,9.11E-06,0,0,3
dismissing,4,7.35E-06,4,9.11E-06,0,0,3
protesting,4,7.35E-06,4,9.11E-06,0,0,3
dominating,4,7.35E-06,4,9.11E-06,0,0,4
distancing,4,7.35E-06,4,9.11E-06,0,0,3
improperly,4,7.35E-06,4,9.11E-06,0,0,4
consistent,4,7.35E-06,4,9.11E-06,0,0,3
circulated,4,7.35E-06,4,9.11E-06,0,0,3
electrical,4,7.35E-06,4,9.11E-06,0,0,4
nominating,4,7.35E-06,4,9.11E-06,0,0,4
unfairness,4,7.35E-06,4,9.11E-06,0,0,3
industrial,4,7.35E-06,4,9.11E-06,0,0,3
mistakenly,4,7.35E-06,4,9.11E-06,0,0,4
delinquent,4,7.35E-06,4,9.11E-06,0,0,3
astronauts,4,7.35E-06,4,9.11E-06,0,0,3
ungrateful,4,7.35E-06,4,9.11E-06,0,0,4
degenerate,4,7.35E-06,4,9.11E-06,0,0,4
suggesting,4,7.35E-06,4,9.11E-06,0,0,3
evacuation,4,7.35E-06,4,9.11E-06,0,0,4
obstructed,4,7.35E-06,4,9.11E-06,0,0,2
memorandum,4,7.35E-06,4,9.11E-06,0,0,4
servicemen,4,7.35E-06,4,9.11E-06,0,0,4
mentioning,4,7.35E-06,4,9.11E-06,0,0,3
somethings,4,7.35E-06,4,9.11E-06,0,0,3
declassify,4,7.35E-06,4,9.11E-06,0,0,4
wrongdoing,4,7.35E-06,4,9.11E-06,0,0,2
weaponized,4,7.35E-06,4,9.11E-06,0,0,3
comment,4,7.35E-06,4,9.11E-06,0,0,2
scammed,4,7.35E-06,4,9.11E-06,0,0,1
immense,4,7.35E-06,4,9.11E-06,0,0,2
mouthed,4,7.35E-06,4,9.11E-06,0,0,1
bothered,4,7.35E-06,4,9.11E-06,0,0,2
cathedral,4,7.35E-06,4,9.11E-06,0,0,3
commercials,4,7.35E-06,4,9.11E-06,0,0,3
vindication,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
overturning,4,7.35E-06,1,2.28E-06,2.84E-05,3,4
nonpartisan,4,7.35E-06,1,2.28E-06,2.84E-05,3,4
certificate,4,7.35E-06,0,0,3.79E-05,4,4
preparation,4,7.35E-06,4,9.11E-06,0,0,4
lawlessness,4,7.35E-06,4,9.11E-06,0,0,3
efficiently,4,7.35E-06,4,9.11E-06,0,0,4
destabilize,4,7.35E-06,4,9.11E-06,0,0,4
warfighters,4,7.35E-06,4,9.11E-06,0,0,3
compliments,4,7.35E-06,4,9.11E-06,0,0,3
evangelical,4,7.35E-06,4,9.11E-06,0,0,5
surrounding,4,7.35E-06,4,9.11E-06,0,0,3
description,4,7.35E-06,4,9.11E-06,0,0,3
interchange,4,7.35E-06,4,9.11E-06,0,0,3
reconstruct,4,7.35E-06,4,9.11E-06,0,0,3
congressmen,4,7.35E-06,4,9.11E-06,0,0,3
credentials,4,7.35E-06,4,9.11E-06,0,0,3
established,4,7.35E-06,4,9.11E-06,0,0,3
inaugurated,4,7.35E-06,4,9.11E-06,0,0,4
trumprussia,4,7.35E-06,4,9.11E-06,0,0,3
everlasting,4,7.35E-06,4,9.11E-06,0,0,4
differently,4,7.35E-06,4,9.11E-06,0,0,4
astonishing,4,7.35E-06,4,9.11E-06,0,0,4
accumulated,4,7.35E-06,4,9.11E-06,0,0,4
consistently,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
embarrassing,4,7.35E-06,3,6.83E-06,9.47E-06,1,4
tremendously,4,7.35E-06,4,9.11E-06,0,0,4
miraculously,4,7.35E-06,4,9.11E-06,0,0,5
indoctrinate,4,7.35E-06,4,9.11E-06,0,0,4
jurisdiction,4,7.35E-06,4,9.11E-06,0,0,4
applications,4,7.35E-06,4,9.11E-06,0,0,4
denuclearize,4,7.35E-06,4,9.11E-06,0,0,4
preparations,4,7.35E-06,4,9.11E-06,0,0,4
confidential,4,7.35E-06,4,9.11E-06,0,0,4
congratulates,4,7.35E-06,1,2.28E-06,2.84E-05,3,4
grandchildren,4,7.35E-06,2,4.56E-06,1.89E-05,2,3
inappropriate,4,7.35E-06,4,9.11E-06,0,0,4
consequential,4,7.35E-06,4,9.11E-06,0,0,4
administrator,4,7.35E-06,4,9.11E-06,0,0,5
congratulating,4,7.35E-06,2,4.56E-06,1.89E-05,2,5
accomplishment,4,7.35E-06,2,4.56E-06,1.89E-05,2,4
identification,4,7.35E-06,4,9.11E-06,0,0,6
representation,4,7.35E-06,4,9.11E-06,0,0,5
environmentalists,4,7.35E-06,1,2.28E-06,2.84E-05,3,6
eat,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
bfd,3,5.51E-06,0,0,2.84E-05,3,1
bar,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
cbo,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
sox,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
tip,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
ton,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
feb,3,5.51E-06,0,0,2.84E-05,3,1
cry,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
pin,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
dam,3,5.51E-06,3,6.83E-06,0,0,1
gen,3,5.51E-06,3,6.83E-06,0,0,1
lsu,3,5.51E-06,3,6.83E-06,0,0,1
bed,3,5.51E-06,3,6.83E-06,0,0,1
sin,3,5.51E-06,3,6.83E-06,0,0,1
jeb,3,5.51E-06,3,6.83E-06,0,0,1
wet,3,5.51E-06,3,6.83E-06,0,0,1
nda,3,5.51E-06,3,6.83E-06,0,0,1
ali,3,5.51E-06,3,6.83E-06,0,0,1
jfk,3,5.51E-06,3,6.83E-06,0,0,1
pen,3,5.51E-06,3,6.83E-06,0,0,1
dhs,3,5.51E-06,3,6.83E-06,0,0,1
dir,3,5.51E-06,3,6.83E-06,0,0,1
rat,3,5.51E-06,3,6.83E-06,0,0,1
lng,3,5.51E-06,3,6.83E-06,0,0,1
asa,3,5.51E-06,3,6.83E-06,0,0,1
rob,3,5.51E-06,3,6.83E-06,0,0,1
hint,3,5.51E-06,0,0,2.84E-05,3,1
dust,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
beau,3,5.51E-06,0,0,2.84E-05,3,2
maya,3,5.51E-06,0,0,2.84E-05,3,2
moms,3,5.51E-06,0,0,2.84E-05,3,1
myth,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
lori,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
shop,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
tova,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
doma,3,5.51E-06,0,0,2.84E-05,3,2
tear,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
dime,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
bird,3,5.51E-06,0,0,2.84E-05,3,1
wire,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
jerk,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
owes,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
prep,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
owns,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
helm,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
pink,3,5.51E-06,0,0,2.84E-05,3,1
rosh,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
root,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
usps,3,5.51E-06,3,6.83E-06,0,0,1
zach,3,5.51E-06,3,6.83E-06,0,0,1
slam,3,5.51E-06,3,6.83E-06,0,0,1
myer,3,5.51E-06,3,6.83E-06,0,0,1
Ú¯Ø±,3,5.51E-06,3,6.83E-06,0,0,#ERROR!
fate,3,5.51E-06,3,6.83E-06,0,0,1
cnbc,3,5.51E-06,3,6.83E-06,0,0,#ERROR!
drag,3,5.51E-06,3,6.83E-06,0,0,1
soft,3,5.51E-06,3,6.83E-06,0,0,1
sara,3,5.51E-06,3,6.83E-06,0,0,2
bang,3,5.51E-06,3,6.83E-06,0,0,1
foes,3,5.51E-06,3,6.83E-06,0,0,1
slot,3,5.51E-06,3,6.83E-06,0,0,1
rant,3,5.51E-06,3,6.83E-06,0,0,1
ruth,3,5.51E-06,3,6.83E-06,0,0,1
chad,3,5.51E-06,3,6.83E-06,0,0,1
lier,3,5.51E-06,3,6.83E-06,0,0,1
hows,3,5.51E-06,3,6.83E-06,0,0,1
drum,3,5.51E-06,3,6.83E-06,0,0,1
lawn,3,5.51E-06,3,6.83E-06,0,0,1
curt,3,5.51E-06,3,6.83E-06,0,0,1
cain,3,5.51E-06,3,6.83E-06,0,0,1
legs,3,5.51E-06,3,6.83E-06,0,0,1
wapo,3,5.51E-06,3,6.83E-06,0,0,2
noko,3,5.51E-06,3,6.83E-06,0,0,2
mapp,3,5.51E-06,3,6.83E-06,0,0,1
amir,3,5.51E-06,3,6.83E-06,0,0,2
boat,3,5.51E-06,3,6.83E-06,0,0,1
lame,3,5.51E-06,3,6.83E-06,0,0,1
jane,3,5.51E-06,3,6.83E-06,0,0,1
jams,3,5.51E-06,3,6.83E-06,0,0,1
flee,3,5.51E-06,3,6.83E-06,0,0,1
tide,3,5.51E-06,3,6.83E-06,0,0,1
cows,3,5.51E-06,3,6.83E-06,0,0,1
tons,3,5.51E-06,3,6.83E-06,0,0,1
asset,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
selma,3,5.51E-06,0,0,2.84E-05,3,2
risen,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
joins,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
ebola,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
budge,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
ladys,3,5.51E-06,0,0,2.84E-05,3,2
ethic,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
broad,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
awful,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
shore,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
glass,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
weigh,3,5.51E-06,0,0,2.84E-05,3,1
angel,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
retro,3,5.51E-06,0,0,2.84E-05,3,2
sixth,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
reply,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
dewey,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
meets,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
santa,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
rails,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
strip,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
irene,3,5.51E-06,0,0,2.84E-05,3,2
alice,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
swear,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
latin,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
lunar,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
slide,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
elise,3,5.51E-06,3,6.83E-06,0,0,2
nolte,3,5.51E-06,3,6.83E-06,0,0,1
krebs,3,5.51E-06,3,6.83E-06,0,0,1
clark,3,5.51E-06,3,6.83E-06,0,0,1
tribe,3,5.51E-06,3,6.83E-06,0,0,1
hogan,3,5.51E-06,3,6.83E-06,0,0,2
ocala,3,5.51E-06,3,6.83E-06,0,0,3
coney,3,5.51E-06,3,6.83E-06,0,0,2
techs,3,5.51E-06,3,6.83E-06,0,0,1
jorge,3,5.51E-06,3,6.83E-06,0,0,1
hicks,3,5.51E-06,3,6.83E-06,0,0,1
rubin,3,5.51E-06,3,6.83E-06,0,0,2
yemen,3,5.51E-06,3,6.83E-06,0,0,2
knife,3,5.51E-06,3,6.83E-06,0,0,1
troop,3,5.51E-06,3,6.83E-06,0,0,1
actor,3,5.51E-06,3,6.83E-06,0,0,2
error,3,5.51E-06,3,6.83E-06,0,0,2
forts,3,5.51E-06,3,6.83E-06,0,0,1
noted,3,5.51E-06,3,6.83E-06,0,0,1
delta,3,5.51E-06,3,6.83E-06,0,0,2
fried,3,5.51E-06,3,6.83E-06,0,0,1
swift,3,5.51E-06,3,6.83E-06,0,0,1
smear,3,5.51E-06,3,6.83E-06,0,0,1
lesko,3,5.51E-06,3,6.83E-06,0,0,2
maker,3,5.51E-06,3,6.83E-06,0,0,2
corky,3,5.51E-06,3,6.83E-06,0,0,2
route,3,5.51E-06,3,6.83E-06,0,0,1
gavin,3,5.51E-06,3,6.83E-06,0,0,2
frack,3,5.51E-06,3,6.83E-06,0,0,1
alarm,3,5.51E-06,3,6.83E-06,0,0,2
royal,3,5.51E-06,3,6.83E-06,0,0,2
lynda,3,5.51E-06,3,6.83E-06,0,0,2
shady,3,5.51E-06,3,6.83E-06,0,0,2
bucks,3,5.51E-06,3,6.83E-06,0,0,1
smash,3,5.51E-06,3,6.83E-06,0,0,1
trove,3,5.51E-06,3,6.83E-06,0,0,1
hacks,3,5.51E-06,3,6.83E-06,0,0,1
bogus,3,5.51E-06,3,6.83E-06,0,0,2
havoc,3,5.51E-06,3,6.83E-06,0,0,2
outed,3,5.51E-06,3,6.83E-06,0,0,1
tyler,3,5.51E-06,3,6.83E-06,0,0,2
logan,3,5.51E-06,3,6.83E-06,0,0,2
spews,3,5.51E-06,3,6.83E-06,0,0,1
creep,3,5.51E-06,3,6.83E-06,0,0,1
hbcus,3,5.51E-06,3,6.83E-06,0,0,1
flies,3,5.51E-06,3,6.83E-06,0,0,1
salon,3,5.51E-06,3,6.83E-06,0,0,2
lenin,3,5.51E-06,3,6.83E-06,0,0,2
booed,3,5.51E-06,3,6.83E-06,0,0,1
older,3,5.51E-06,3,6.83E-06,0,0,2
regis,3,5.51E-06,3,6.83E-06,0,0,2
cathy,3,5.51E-06,3,6.83E-06,0,0,2
vicky,3,5.51E-06,3,6.83E-06,0,0,2
chase,3,5.51E-06,3,6.83E-06,0,0,1
horse,3,5.51E-06,3,6.83E-06,0,0,1
radio,3,5.51E-06,3,6.83E-06,0,0,2
petro,3,5.51E-06,3,6.83E-06,0,0,2
yield,3,5.51E-06,3,6.83E-06,0,0,1
diane,3,5.51E-06,3,6.83E-06,0,0,1
plead,3,5.51E-06,3,6.83E-06,0,0,1
clips,3,5.51E-06,3,6.83E-06,0,0,1
hcare,3,5.51E-06,3,6.83E-06,0,0,1
nukes,3,5.51E-06,3,6.83E-06,0,0,1
tones,3,5.51E-06,3,6.83E-06,0,0,1
mazda,3,5.51E-06,3,6.83E-06,0,0,2
qatar,3,5.51E-06,3,6.83E-06,0,0,2
lakes,3,5.51E-06,3,6.83E-06,0,0,1
ernie,3,5.51E-06,3,6.83E-06,0,0,2
flows,3,5.51E-06,3,6.83E-06,0,0,1
kinds,3,5.51E-06,3,6.83E-06,0,0,1
braun,3,5.51E-06,3,6.83E-06,0,0,1
minus,3,5.51E-06,3,6.83E-06,0,0,2
vince,3,5.51E-06,3,6.83E-06,0,0,1
heels,3,5.51E-06,3,6.83E-06,0,0,1
gowdy,3,5.51E-06,3,6.83E-06,0,0,2
sport,3,5.51E-06,3,6.83E-06,0,0,1
avail,3,5.51E-06,3,6.83E-06,0,0,2
bonus,3,5.51E-06,3,6.83E-06,0,0,2
sicko,3,5.51E-06,3,6.83E-06,0,0,2
wreck,3,5.51E-06,3,6.83E-06,0,0,1
bribe,3,5.51E-06,3,6.83E-06,0,0,1
farce,3,5.51E-06,3,6.83E-06,0,0,1
conte,3,5.51E-06,3,6.83E-06,0,0,1
mario,3,5.51E-06,3,6.83E-06,0,0,2
poway,3,5.51E-06,3,6.83E-06,0,0,2
golan,3,5.51E-06,3,6.83E-06,0,0,2
aiming,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
cynics,3,5.51E-06,0,0,2.84E-05,3,2
repair,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
parent,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
shapes,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
sprint,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
keeper,3,5.51E-06,0,0,2.84E-05,3,2
trains,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
joshua,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
lonely,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
unborn,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
caring,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
