trump_word,trump_count,trump_frequency,trump_syllable,,obama_word,obama_frequency,obama_count,obama_syllable
laugh,6,1.37E-05,1,,compelling,9.47E-06,1,3
crown,6,1.37E-05,1,,fellowship,1.89E-05,2,3
liars,6,1.37E-05,1,,settlement,9.47E-06,1,3
envoy,6,1.37E-05,2,,omitted,9.47E-06,1,2
ships,6,1.37E-05,1,,millionaire,1.89E-05,2,3
blows,6,1.37E-05,1,,marshmallow,1.89E-05,2,3
suing,6,1.37E-05,1,,unilaterally,9.47E-06,1,6
grief,6,1.37E-05,1,,maternity,1.89E-05,2,4
assad,6,1.37E-05,2,,ambitious,9.47E-06,1,4
ninth,6,1.37E-05,1,,luxuryits,1.89E-05,2,3
libel,6,1.37E-05,2,,collaboration,9.47E-06,1,5
cages,6,1.37E-05,1,,fortitude,9.47E-06,1,3
setup,6,1.37E-05,2,,benefited,9.47E-06,1,3
drone,6,1.37E-05,1,,generosity,9.47E-06,1,5
repeat,5,1.14E-05,2,,recruiting,1.89E-05,2,3
ignore,4,9.11E-06,2,,neutrality,9.47E-06,1,4
remind,2,4.56E-06,2,,therapy,9.47E-06,1,3
heaven,3,6.83E-06,2,,territories,9.47E-06,1,4
degree,2,4.56E-06,2,,healthier,9.47E-06,1,2
stuart,5,1.14E-05,1,,obtaining,9.47E-06,1,3
reject,3,6.83E-06,2,,mandatory,9.47E-06,1,4
prefer,5,1.14E-05,2,,uncertain,1.89E-05,2,3
struck,5,1.14E-05,1,,combating,9.47E-06,1,3
reopen,4,9.11E-06,2,,powerless,9.47E-06,1,3
urgent,3,6.83E-06,2,,healthbut,1.89E-05,2,2
exists,4,9.11E-06,2,,countdown,1.89E-05,2,2
retire,5,1.14E-05,2,,reforming,1.89E-05,2,3
pieces,5,1.14E-05,1,,tolerance,1.89E-05,2,3
grieve,5,1.14E-05,1,,struggled,9.47E-06,1,1
bridge,5,1.14E-05,1,,borrowers,1.89E-05,2,3
justin,6,1.37E-05,2,,repealers,1.89E-05,2,3
beirut,6,1.37E-05,2,,realistic,9.47E-06,1,3
lethal,6,1.37E-05,2,,punishing,9.47E-06,1,3
agency,6,1.37E-05,3,,contracts,9.47E-06,1,2
spends,6,1.37E-05,1,,priceless,9.47E-06,1,3
lesley,6,1.37E-05,2,,groceries,1.89E-05,2,3
regard,6,1.37E-05,2,,pregnancy,1.89E-05,2,3
column,6,1.37E-05,2,,averaging,1.89E-05,2,4
nicole,6,1.37E-05,3,,diagnosed,1.89E-05,2,2
clause,6,1.37E-05,1,,disrupted,1.89E-05,2,2
abuses,6,1.37E-05,2,,providers,9.47E-06,1,3
snyder,6,1.37E-05,2,,pendleton,1.89E-05,2,3
jordan,6,1.37E-05,2,,generated,1.89E-05,2,3
timing,6,1.37E-05,2,,sidelines,1.89E-05,2,3
finale,6,1.37E-05,3,,steadfast,9.47E-06,1,2
smooth,6,1.37E-05,1,,aftermath,9.47E-06,1,3
lately,6,1.37E-05,3,,unveiling,1.89E-05,2,3
tigers,6,1.37E-05,2,,shrinking,1.89E-05,2,2
garcia,6,1.37E-05,2,,repackage,1.89E-05,2,3
deface,6,1.37E-05,2,,exploding,1.89E-05,2,3
obiden,6,1.37E-05,3,,dignified,9.47E-06,1,3
legend,6,1.37E-05,2,,statutory,9.47E-06,1,4
signal,6,1.37E-05,2,,debatebut,1.89E-05,2,4
delays,6,1.37E-05,2,,outlawing,1.89E-05,2,3
arnold,6,1.37E-05,2,,specifics,1.89E-05,2,3
clowns,6,1.37E-05,1,,toughness,9.47E-06,1,2
mocked,6,1.37E-05,1,,defensive,9.47E-06,1,3
misled,6,1.37E-05,1,,saturdays,1.89E-05,2,3
poured,6,1.37E-05,1,,offensive,9.47E-06,1,3
cooper,6,1.37E-05,2,,handshake,9.47E-06,1,2
upward,6,1.37E-05,2,,instagram,9.47E-06,1,3
flunky,6,1.37E-05,2,,continent,9.47E-06,1,3
topics,6,1.37E-05,2,,stalemate,9.47E-06,1,3
duluth,6,1.37E-05,2,,mortgages,1.89E-05,2,2
bombed,6,1.37E-05,1,,severance,1.89E-05,2,3
herman,6,1.37E-05,2,,persevere,1.89E-05,2,3
manuel,6,1.37E-05,2,,searching,9.47E-06,1,2
length,6,1.37E-05,1,,enjoyment,9.47E-06,1,3
lovely,6,1.37E-05,3,,bandwagon,9.47E-06,1,3
walker,6,1.37E-05,2,,candidacy,9.47E-06,1,4
proves,6,1.37E-05,1,,staircase,9.47E-06,1,2
haspel,6,1.37E-05,2,,designers,9.47E-06,1,3
heroism,2,4.56E-06,2,,chocolate,9.47E-06,1,3
crucial,2,4.56E-06,2,,responses,9.47E-06,1,2
drivers,3,6.83E-06,2,,nominates,9.47E-06,1,3
pathway,2,4.56E-06,2,,norwegian,9.47E-06,1,3
stewart,4,9.11E-06,2,,forbidden,9.47E-06,1,3
rooting,2,4.56E-06,2,,paychecks,9.47E-06,1,2
dangers,3,6.83E-06,2,,stephanie,9.47E-06,1,3
balance,5,1.14E-05,2,,prospects,9.47E-06,1,2
awesome,4,9.11E-06,3,,modernize,9.47E-06,1,3
surging,5,1.14E-05,2,,resulting,9.47E-06,1,3
stanley,4,9.11E-06,2,,murkowski,9.47E-06,1,3
ceiling,3,6.83E-06,2,,advocated,9.47E-06,1,3
forcing,4,9.11E-06,2,,prevailed,9.47E-06,1,2
bargain,3,6.83E-06,2,,reaffirms,9.47E-06,1,2
default,4,9.11E-06,2,,imminent,9.47E-06,1,3
enacted,4,9.11E-06,2,,actthen,1.89E-05,2,2
revenue,3,6.83E-06,3,,grandfather,9.47E-06,1,3
propose,4,9.11E-06,2,,commemoration,9.47E-06,1,5
talents,4,9.11E-06,2,,principled,1.89E-05,2,2
sounded,5,1.14E-05,1,,appearance,1.89E-05,2,3
explode,3,6.83E-06,2,,punishment,9.47E-06,1,3
donated,2,4.56E-06,2,,completing,9.47E-06,1,3
layoffs,1,2.28E-06,2,,determines,1.89E-05,2,3
gateway,3,6.83E-06,3,,cumulative,9.47E-06,1,4
hopeful,1,2.28E-06,3,,derailment,9.47E-06,1,3
olympic,3,6.83E-06,3,,atmosphere,1.89E-05,2,3
prosper,5,1.14E-05,2,,passionate,1.89E-05,2,3
printed,4,9.11E-06,1,,resurgence,1.89E-05,2,3
insider,2,4.56E-06,3,,americorps,1.89E-05,2,4
academy,5,1.14E-05,4,,scientific,1.89E-05,2,3
spouses,5,1.14E-05,1,,statistics,9.47E-06,1,3
contest,4,9.11E-06,2,,furloughed,1.89E-05,2,2
incomes,5,1.14E-05,2,,economists,9.47E-06,1,4
empower,5,1.14E-05,3,,terrorized,1.89E-05,2,3
weakest,6,1.37E-05,2,,empowering,9.47E-06,1,4
bailing,6,1.37E-05,2,,quicklybut,9.47E-06,1,3
miracle,6,1.37E-05,3,,canvassing,1.89E-05,2,3
loyalty,6,1.37E-05,3,,decimating,9.47E-06,1,4
assured,6,1.37E-05,2,,gymnastics,1.89E-05,2,3
western,6,1.37E-05,2,,prospering,9.47E-06,1,3
packing,6,1.37E-05,2,,distorting,9.47E-06,1,3
turmoil,6,1.37E-05,2,,disclosure,9.47E-06,1,3
rockets,6,1.37E-05,2,,eisenhower,1.89E-05,2,4
lawless,6,1.37E-05,2,,bankruptcy,1.89E-05,2,3
dispute,6,1.37E-05,2,,safeguards,9.47E-06,1,3
suspend,6,1.37E-05,2,,convenient,9.47E-06,1,3
grounds,6,1.37E-05,1,,georgetown,9.47E-06,1,3
quoting,6,1.37E-05,2,,backtracks,1.89E-05,2,2
grossly,6,1.37E-05,2,,contacting,1.89E-05,2,3
warrant,6,1.37E-05,2,,principals,9.47E-06,1,3
figured,6,1.37E-05,2,,accelerate,9.47E-06,1,4
offense,6,1.37E-05,2,,approaches,9.47E-06,1,2
similar,6,1.37E-05,3,,progressbut,1.89E-05,2,3
origins,6,1.37E-05,3,,exploration,9.47E-06,1,4
scorned,6,1.37E-05,1,,populations,9.47E-06,1,4
stating,6,1.37E-05,2,,gatekeepers,9.47E-06,1,4
concept,6,1.37E-05,2,,engineering,1.89E-05,2,4
ireland,6,1.37E-05,3,,contractors,9.47E-06,1,3
spewing,6,1.37E-05,2,,enterprises,9.47E-06,1,3
clients,6,1.37E-05,1,,researchers,9.47E-06,1,3
comfort,6,1.37E-05,2,,disfunction,9.47E-06,1,3
heights,6,1.37E-05,1,,transferred,9.47E-06,1,2
eternal,6,1.37E-05,3,,springsteen,1.89E-05,2,2
dumping,6,1.37E-05,2,,comfortable,9.47E-06,1,4
pumping,6,1.37E-05,2,,cosponsored,1.89E-05,2,3
andrews,6,1.37E-05,2,,countryfind,1.89E-05,2,3
accuser,6,1.37E-05,3,,outsourcers,1.89E-05,2,3
mexicos,6,1.37E-05,3,,electronics,9.47E-06,1,4
surplus,6,1.37E-05,2,,internships,1.89E-05,2,3
cameron,6,1.37E-05,3,,skyrocketed,9.47E-06,1,3
zealand,6,1.37E-05,2,,foreclosure,1.89E-05,2,4
mountain,4,9.11E-06,2,,interpreted,9.47E-06,1,3
presence,4,9.11E-06,2,,refinancing,9.47E-06,1,4
repealed,1,2.28E-06,2,,inexcusable,9.47E-06,1,5
outdoors,4,9.11E-06,2,,manufacture,1.89E-05,2,4
earliest,3,6.83E-06,2,,livelihoods,1.89E-05,2,4
jeopardy,4,9.11E-06,3,,detrimental,9.47E-06,1,4
reaffirm,3,6.83E-06,2,,maneuvering,9.47E-06,1,4
defended,5,1.14E-05,2,,entertainer,9.47E-06,1,4
answered,3,6.83E-06,2,,incarcerated,1.89E-05,2,4
passover,3,6.83E-06,3,,intensifying,9.47E-06,1,4
margaret,1,2.28E-06,3,,volunteering,1.89E-05,2,4
sergeant,5,1.14E-05,2,,americansnot,1.89E-05,2,5
exchange,3,6.83E-06,2,,considerably,9.47E-06,1,5
argument,5,1.14E-05,3,,inconvenient,1.89E-05,2,4
liberate,5,1.14E-05,3,,foreclosures,1.89E-05,2,4
practice,5,1.14E-05,2,,contributing,9.47E-06,1,4
olympics,4,9.11E-06,3,,conveniently,9.47E-06,1,4
sometime,5,1.14E-05,3,,transforming,9.47E-06,1,3
normandy,5,1.14E-05,3,,compensation,9.47E-06,1,4
landmark,5,1.14E-05,2,,personalized,1.89E-05,2,4
takeover,3,6.83E-06,3,,demonstrated,9.47E-06,1,3
emirates,6,1.37E-05,3,,partisanship,9.47E-06,1,4
shocking,6,1.37E-05,2,,neighborhoods,9.47E-06,1,3
suppress,6,1.37E-05,2,,contraceptive,1.89E-05,2,4
betrayal,6,1.37E-05,3,,irresponsible,9.47E-06,1,5
reversed,6,1.37E-05,2,,retroactively,9.47E-06,1,5
carrying,6,1.37E-05,2,,disappointing,9.47E-06,1,4
stealing,6,1.37E-05,2,,proliferation,9.47E-06,1,5
separate,6,1.37E-05,3,,fits,9.47E-06,1,1
prisoner,6,1.37E-05,3,,eid,9.47E-06,1,1
province,6,1.37E-05,2,,pie,9.47E-06,1,1
notified,6,1.37E-05,3,,lew,9.47E-06,1,1
contempt,6,1.37E-05,2,,dim,9.47E-06,1,1
supplies,6,1.37E-05,2,,ash,9.47E-06,1,1
relative,6,1.37E-05,3,,eva,9.47E-06,1,1
elements,6,1.37E-05,3,,jan,9.47E-06,1,1
produces,6,1.37E-05,2,,vip,9.47E-06,1,1
infected,6,1.37E-05,2,,mei,9.47E-06,1,1
infested,6,1.37E-05,2,,gab,9.47E-06,1,1
decisive,6,1.37E-05,3,,med,9.47E-06,1,1
draining,6,1.37E-05,2,,fab,9.47E-06,1,1
agreeing,6,1.37E-05,3,,mea,9.47E-06,1,1
category,6,1.37E-05,4,,ama,9.47E-06,1,1
brussels,6,1.37E-05,2,,mpg,9.47E-06,1,1
strassel,6,1.37E-05,2,,gut,9.47E-06,1,1
resolved,6,1.37E-05,2,,tab,9.47E-06,1,1
helsinki,6,1.37E-05,3,,ina,9.47E-06,1,1
launches,6,1.37E-05,1,,cue,9.47E-06,1,1
tragedies,3,6.83E-06,3,,mas,9.47E-06,1,1
arguments,4,9.11E-06,3,,iva,9.47E-06,1,1
launching,3,6.83E-06,2,,gst,9.47E-06,1,1
estimated,3,6.83E-06,3,,zoe,9.47E-06,1,1
guarantee,3,6.83E-06,3,,lin,9.47E-06,1,1
achieving,5,1.14E-05,3,,pop,9.47E-06,1,1
defunding,4,9.11E-06,3,,kal,9.47E-06,1,1
unmatched,5,1.14E-05,2,,msg,9.47E-06,1,1
delighted,2,4.56E-06,2,,chu,9.47E-06,1,1
prominent,5,1.14E-05,3,,tully,9.47E-06,1,2
depending,5,1.14E-05,3,,upits,9.47E-06,1,2
purchases,5,1.14E-05,2,,canit,9.47E-06,1,2
decimated,6,1.37E-05,3,,fuller,9.47E-06,1,2
disgusted,6,1.37E-05,2,,ditch,9.47E-06,1,1
provision,6,1.37E-05,3,,scroll,9.47E-06,1,1
eradicate,6,1.37E-05,4,,collar,9.47E-06,1,2
demeaning,6,1.37E-05,3,,wallet,9.47E-06,1,2
endorsing,6,1.37E-05,3,,lend,9.47E-06,1,1
deterrent,6,1.37E-05,3,,bees,9.47E-06,1,1
seemingly,6,1.37E-05,3,,pine,9.47E-06,1,1
accepting,6,1.37E-05,3,,cake,9.47E-06,1,1
responded,6,1.37E-05,2,,slip,9.47E-06,1,1
competing,6,1.37E-05,3,,lois,9.47E-06,1,1
lordstown,6,1.37E-05,2,,acne,9.47E-06,1,1
imploding,6,1.37E-05,3,,dome,9.47E-06,1,1
involving,6,1.37E-05,3,,sikh,9.47E-06,1,1
christian,6,1.37E-05,2,,enda,9.47E-06,1,2
sleazebag,6,1.37E-05,3,,wout,9.47E-06,1,1
legislate,6,1.37E-05,3,,adas,9.47E-06,1,2
concluded,6,1.37E-05,2,,pats,9.47E-06,1,1
feinstein,6,1.37E-05,2,,joys,9.47E-06,1,1
operative,6,1.37E-05,4,,melt,9.47E-06,1,1
oversight,6,1.37E-05,3,,gila,9.47E-06,1,2
pressured,6,1.37E-05,2,,jose,9.47E-06,1,1
congenial,6,1.37E-05,3,,flaw,9.47E-06,1,1
detention,6,1.37E-05,3,,usto,9.47E-06,1,2
connect,6,1.37E-05,2,,ipod,9.47E-06,1,2
vetting,6,1.37E-05,2,,jeep,9.47E-06,1,1
stunning,5,1.14E-05,2,,pint,9.47E-06,1,1
mill,2,4.56E-06,1,,meto,9.47E-06,1,2
falls,5,1.14E-05,1,,elmo,9.47E-06,1,2
hills,6,1.37E-05,1,,moly,9.47E-06,1,2
nelly,6,1.37E-05,2,,fads,9.47E-06,1,1
mollie,6,1.37E-05,2,,tees,9.47E-06,1,1
pulling,3,6.83E-06,2,,jean,9.47E-06,1,1
collude,6,1.37E-05,2,,swim,9.47E-06,1,1
villages,6,1.37E-05,2,,mint,9.47E-06,1,1
killings,6,1.37E-05,2,,dade,9.47E-06,1,1
cancelled,6,1.37E-05,2,,tuck,9.47E-06,1,1
ballistic,6,1.37E-05,3,,rack,9.47E-06,1,1
gallagher,6,1.37E-05,3,,elie,9.47E-06,1,2
enrollment,1,2.28E-06,3,,goas,9.47E-06,1,1
wrongfully,5,1.14E-05,3,,asne,9.47E-06,1,1
colleagues,5,1.14E-05,3,,bark,9.47E-06,1,1
fulfilling,6,1.37E-05,3,,bake,9.47E-06,1,1
optimistic,3,6.83E-06,4,,perk,9.47E-06,1,1
celebrates,3,6.83E-06,3,,skip,9.47E-06,1,1
guarantees,4,9.11E-06,3,,sing,9.47E-06,1,1
chancellor,6,1.37E-05,3,,pacs,9.47E-06,1,1
designated,5,1.14E-05,3,,pose,9.47E-06,1,1
disappoint,5,1.14E-05,3,,sang,9.47E-06,1,1
beautifully,6,1.37E-05,5,,coin,9.47E-06,1,1
unemployed,1,2.28E-06,3,,soda,9.47E-06,1,2
celebrated,5,1.14E-05,3,,fran,9.47E-06,1,1
discovered,6,1.37E-05,3,,trim,9.47E-06,1,1
confirming,6,1.37E-05,3,,dads,9.47E-06,1,1
documented,6,1.37E-05,3,,dadt,9.47E-06,1,1
powerhouse,6,1.37E-05,3,,echo,9.47E-06,1,2
automobile,6,1.37E-05,5,,lena,9.47E-06,1,2
courthouse,6,1.37E-05,2,,daya,9.47E-06,1,2
manchester,6,1.37E-05,3,,arne,9.47E-06,1,1
professionally,6,1.37E-05,5,,anew,9.47E-06,1,2
journalist,6,1.37E-05,3,,plug,9.47E-06,1,1
foreperson,6,1.37E-05,4,,nanny,9.47E-06,1,2
federalist,6,1.37E-05,4,,fittest,9.47E-06,1,2
disruption,6,1.37E-05,3,,digits,9.47E-06,1,2
unsuccessfully,6,1.37E-05,5,,uswith,9.47E-06,1,2
rosenstein,6,1.37E-05,3,,rallied,9.47E-06,1,2
underlying,6,1.37E-05,3,,downit,9.47E-06,1,2
membership,6,1.37E-05,3,,openit,9.47E-06,1,3
elite,6,1.37E-05,2,,forits,9.47E-06,1,2
critics,5,1.14E-05,2,,suited,9.47E-06,1,1
inviting,4,9.11E-06,3,,entity,9.47E-06,1,3
coalition,5,1.14E-05,3,,equity,9.47E-06,1,3
expedited,5,1.14E-05,3,,capita,9.47E-06,1,3
withdrawn,6,1.37E-05,2,,ferrell,9.47E-06,1,2
fitton,6,1.37E-05,2,,areits,9.47E-06,1,2
belittle,6,1.37E-05,3,,scrolls,9.47E-06,1,1
illegitimate,6,1.37E-05,5,,faiths,9.47E-06,1,1
traditional,6,1.37E-05,4,,fellows,9.47E-06,1,2
universities,6,1.37E-05,5,,summon,9.47E-06,1,2
gather,5,1.14E-05,2,,bullied,9.47E-06,1,2
slammed,6,1.37E-05,1,,littlest,9.47E-06,1,2
appreciated,5,1.14E-05,3,,attire,9.47E-06,1,2
outsourcing,4,9.11E-06,3,,polar,9.47E-06,1,2
appreciates,5,1.14E-05,3,,whale,9.47E-06,1,2
sacrificing,4,9.11E-06,4,,sixty,9.47E-06,1,2
coordinated,5,1.14E-05,3,,avert,9.47E-06,1,2
nominations,5,1.14E-05,4,,hawks,9.47E-06,1,1
compromised,6,1.37E-05,3,,blues,9.47E-06,1,1
fabrication,6,1.37E-05,4,,nerdy,9.47E-06,1,2
sovereignty,6,1.37E-05,4,,nimoy,9.47E-06,1,2
prosecution,6,1.37E-05,4,,freer,9.47E-06,1,1
improvement,6,1.37E-05,4,,cubis,9.47E-06,1,2
consultants,6,1.37E-05,3,,wedge,9.47E-06,1,1
interfering,6,1.37E-05,4,,lions,9.47E-06,1,1
restoration,6,1.37E-05,4,,doris,9.47E-06,1,2
communist,6,1.37E-05,3,,usnot,9.47E-06,1,2
recommend,6,1.37E-05,3,,warms,9.47E-06,1,1
recommending,6,1.37E-05,4,,genie,9.47E-06,1,2
contribution,3,6.83E-06,4,,noise,9.47E-06,1,1
temperatures,3,6.83E-06,4,,fewwe,9.47E-06,1,1
alternatives,6,1.37E-05,4,,warns,9.47E-06,1,1
legislatures,6,1.37E-05,4,,teami,9.47E-06,1,2
distribution,6,1.37E-05,4,,slice,9.47E-06,1,1
conclusively,6,1.37E-05,5,,fafsa,9.47E-06,1,2
civilization,6,1.37E-05,5,,youwe,9.47E-06,1,1
unbelievably,6,1.37E-05,5,,eager,9.47E-06,1,2
championship,6,1.37E-05,3,,nowim,9.47E-06,1,2
schneiderman,6,1.37E-05,3,,texan,9.47E-06,1,2
requirements,6,1.37E-05,4,,shrek,9.47E-06,1,1
apprehending,6,1.37E-05,4,,opted,9.47E-06,1,1
prosecutorial,6,1.37E-05,5,,twain,9.47E-06,1,1
groundbreaking,4,9.11E-06,3,,gases,9.47E-06,1,1
sun,1,2.28E-06,1,,cadet,9.47E-06,1,2
eve,4,9.11E-06,1,,jrotc,9.47E-06,1,1
dec,3,6.83E-06,1,,wears,9.47E-06,1,1
uaw,4,9.11E-06,1,,timea,9.47E-06,1,2
sir,4,9.11E-06,1,,rungs,9.47E-06,1,1
gsa,5,1.14E-05,1,,helen,9.47E-06,1,2
tap,5,1.14E-05,1,,berry,9.47E-06,1,2
non,5,1.14E-05,1,,snack,9.47E-06,1,1
max,5,1.14E-05,1,,adapt,9.47E-06,1,2
reg,5,1.14E-05,1,,nowto,9.47E-06,1,2
sky,5,1.14E-05,1,,dayto,9.47E-06,1,2
uss,5,1.14E-05,1,,cincy,9.47E-06,1,2
sri,5,1.14E-05,1,,blade,9.47E-06,1,1
bars,4,9.11E-06,1,,guyhe,9.47E-06,1,1
aids,3,6.83E-06,1,,arlen,9.47E-06,1,2
ears,3,6.83E-06,1,,equip,9.47E-06,1,2
yard,4,9.11E-06,1,,stark,9.47E-06,1,1
holy,3,6.83E-06,2,,coops,9.47E-06,1,1
nate,4,9.11E-06,1,,aisle,9.47E-06,1,2
aint,1,2.28E-06,1,,mebut,9.47E-06,1,2
gays,1,2.28E-06,1,,react,9.47E-06,1,1
mars,2,4.56E-06,1,,dayif,9.47E-06,1,2
neil,3,6.83E-06,1,,swoop,9.47E-06,1,1
dear,3,6.83E-06,1,,deval,9.47E-06,1,2
bret,5,1.14E-05,1,,truei,9.47E-06,1,2
thin,5,1.14E-05,1,,akins,9.47E-06,1,2
clip,5,1.14E-05,1,,knots,9.47E-06,1,1
lows,5,1.14E-05,1,,circa,9.47E-06,1,2
jake,5,1.14E-05,1,,iowas,9.47E-06,1,2
mobs,5,1.14E-05,1,,,,,
pork,5,1.14E-05,1,,,,,
ugly,5,1.14E-05,2,,cones,9.47E-06,1,1
pigs,5,1.14E-05,1,,fairy,9.47E-06,1,2
beds,5,1.14E-05,1,,rover,9.47E-06,1,2
lacy,5,1.14E-05,2,,fives,9.47E-06,1,1
phil,5,1.14E-05,1,,barns,9.47E-06,1,1
salt,5,1.14E-05,1,,yourt,9.47E-06,1,1
fbis,5,1.14E-05,1,,scout,9.47E-06,1,1
dowd,5,1.14E-05,1,,doers,9.47E-06,1,1
rage,5,1.14E-05,1,,recap,9.47E-06,1,2
duly,5,1.14E-05,2,,expel,9.47E-06,1,2
wead,5,1.14E-05,1,,shoes,9.47E-06,1,1
erie,5,1.14E-05,2,,faris,9.47E-06,1,2
lamb,5,1.14E-05,1,,repay,9.47E-06,1,2
trap,5,1.14E-05,1,,vibes,9.47E-06,1,1
mans,5,1.14E-05,1,,fares,9.47E-06,1,1
vain,5,1.14E-05,1,,julia,9.47E-06,1,2
dogs,5,1.14E-05,1,,banka,9.47E-06,1,2
dick,5,1.14E-05,1,,abyss,9.47E-06,1,2
rude,5,1.14E-05,1,,seder,9.47E-06,1,2
shep,5,1.14E-05,1,,pokey,9.47E-06,1,2
nang,5,1.14E-05,1,,kiddo,9.47E-06,1,2
boys,5,1.14E-05,1,,hanks,9.47E-06,1,1
cpac,5,1.14E-05,1,,fluke,9.47E-06,1,1
fiat,5,1.14E-05,1,,chips,9.47E-06,1,1
spin,5,1.14E-05,1,,draws,9.47E-06,1,1
ohrs,5,1.14E-05,1,,ounce,9.47E-06,1,1
dole,5,1.14E-05,2,,excel,9.47E-06,1,2
euro,5,1.14E-05,2,,seoul,9.47E-06,1,2
foul,5,1.14E-05,1,,bosss,9.47E-06,1,1
grown,2,4.56E-06,1,,frees,9.47E-06,1,1
hosts,3,6.83E-06,1,,wilco,9.47E-06,1,2
risks,1,2.28E-06,1,,waned,9.47E-06,1,1
holds,3,6.83E-06,1,,rings,9.47E-06,1,1
ports,4,9.11E-06,1,,hiked,9.47E-06,1,1
lanes,4,9.11E-06,1,,dined,9.47E-06,1,1
earns,1,2.28E-06,1,,merch,9.47E-06,1,1
elses,3,6.83E-06,1,,colon,9.47E-06,1,2
pause,3,6.83E-06,1,,shela,9.47E-06,1,2
chart,2,4.56E-06,1,,wendi,9.47E-06,1,2
sandy,1,2.28E-06,2,,shiny,9.47E-06,1,2
carol,4,9.11E-06,2,,lapel,9.47E-06,1,2
faces,2,4.56E-06,1,,meyer,9.47E-06,1,2
madam,3,6.83E-06,2,,tenth,9.47E-06,1,1
flood,4,9.11E-06,1,,apron,9.47E-06,1,2
teach,3,6.83E-06,1,,hilda,9.47E-06,1,2
roots,4,9.11E-06,1,,solis,9.47E-06,1,2
cared,2,4.56E-06,1,,label,9.47E-06,1,2
cliff,2,4.56E-06,1,,marta,9.47E-06,1,2
trend,4,9.11E-06,1,,bolts,9.47E-06,1,1
colin,3,6.83E-06,2,,donow,9.47E-06,1,2
pizza,2,4.56E-06,2,,forgo,9.47E-06,1,2
click,4,9.11E-06,1,,lifts,9.47E-06,1,1
guide,3,6.83E-06,1,,upare,9.47E-06,1,2
freed,2,4.56E-06,1,,aunts,9.47E-06,1,1
shoot,4,9.11E-06,1,,quran,9.47E-06,1,2
image,1,2.28E-06,2,,iraqi,9.47E-06,1,3
firms,3,6.83E-06,1,,slips,9.47E-06,1,1
derby,4,9.11E-06,2,,byrds,9.47E-06,1,1
posts,4,9.11E-06,1,,fuels,9.47E-06,1,1
shred,4,9.11E-06,1,,backi,9.47E-06,1,2
trips,4,9.11E-06,1,,horne,9.47E-06,1,1
store,3,6.83E-06,1,,stirs,9.47E-06,1,1
bench,4,9.11E-06,1,,canal,9.47E-06,1,2
midst,4,9.11E-06,1,,youon,9.47E-06,1,2
goals,2,4.56E-06,1,,souza,9.47E-06,1,2
ailes,5,1.14E-05,2,,singh,9.47E-06,1,1
stahl,5,1.14E-05,1,,ankle,9.47E-06,1,2
truck,5,1.14E-05,1,,cairo,9.47E-06,1,2
sasse,5,1.14E-05,1,,grammys,9.47E-06,1,2
macon,5,1.14E-05,2,,nightit,9.47E-06,1,2
rumor,5,1.14E-05,2,,itwhich,9.47E-06,1,2
flint,5,1.14E-05,1,,exhibit,9.47E-06,1,3
creed,5,1.14E-05,1,,juanita,9.47E-06,1,3
blind,5,1.14E-05,1,,jobsits,9.47E-06,1,2
occur,5,1.14E-05,2,,summary,9.47E-06,1,3
souls,5,1.14E-05,1,,haitian,9.47E-06,1,2
lefts,5,1.14E-05,1,,ferrells,9.47E-06,1,2
inept,5,1.14E-05,2,,fulfills,9.47E-06,1,2
cures,5,1.14E-05,1,,rosetta,9.47E-06,1,3
irans,5,1.14E-05,2,,battery,9.47E-06,1,3
perry,5,1.14E-05,2,,buttons,9.47E-06,1,2
motor,5,1.14E-05,2,,handwritten,9.47E-06,1,3
forth,5,1.14E-05,1,,twitterhappy,9.47E-06,1,4
spare,5,1.14E-05,1,,happyits,9.47E-06,1,2
types,5,1.14E-05,1,,inequity,9.47E-06,1,4
venue,5,1.14E-05,2,,revisits,9.47E-06,1,3
print,5,1.14E-05,1,,crimeits,9.47E-06,1,2
nunes,5,1.14E-05,1,,mobility,9.47E-06,1,4
paint,5,1.14E-05,1,,audition,9.47E-06,1,3
files,5,1.14E-05,2,,voiceits,9.47E-06,1,2
rival,5,1.14E-05,2,,mugswith,9.47E-06,1,2
louis,5,1.14E-05,2,,griffith,9.47E-06,1,2
susan,5,1.14E-05,2,,houseits,9.47E-06,1,2
woods,5,1.14E-05,1,,todayits,9.47E-06,1,3
lavar,5,1.14E-05,2,,deposits,9.47E-06,1,3
jared,5,1.14E-05,1,,rosettas,9.47E-06,1,3
lopez,5,1.14E-05,2,,knoxville,9.47E-06,1,2
quest,5,1.14E-05,1,,selleryou,9.47E-06,1,4
piggy,5,1.14E-05,2,,michelles,9.47E-06,1,3
nicer,5,1.14E-05,2,,clutch,9.47E-06,1,1
adept,5,1.14E-05,2,,arctic,9.47E-06,1,2
lanka,5,1.14E-05,2,,brunch,9.47E-06,1,1
closes,4,9.11E-06,1,,denali,9.47E-06,1,3
cruise,3,6.83E-06,1,,ranger,9.47E-06,1,2
invade,4,9.11E-06,2,,surely,9.47E-06,1,3
laying,1,2.28E-06,2,,strife,9.47E-06,1,1
enrich,4,9.11E-06,2,,warned,9.47E-06,1,1
builds,2,4.56E-06,1,,buzzer,9.47E-06,1,2
latino,1,2.28E-06,3,,beater,9.47E-06,1,2
jackie,3,6.83E-06,2,,hadnot,9.47E-06,1,2
